BOOKING_ID,USER_ID,PROPERTY_CODE,BOOKING_DATE,CHECK_IN_DATE,CHECK_OUT_DATE,ROOMS,NIGHTS,ROOM_NIGHTS,REVENUE_DOLLAR
853703041227732,10772553,SUR0346,2024-01-29 00:00:00,2024-02-02 00:00:00,2024-02-05 00:00:00,1,2,2,24.85
244472475614538,5880773,JAK0040,2024-05-12 00:00:00,2024-05-13 00:00:00,2024-05-15 00:00:00,3,3,9,26.45
326510325764990,9940219,SUR0443,2024-07-01 00:00:00,2024-07-04 00:00:00,2024-07-06 00:00:00,3,1,3,23.11
347635953345525,10880008,BAN0494,2020-02-02 00:00:00,2020-02-04 00:00:00,2020-02-05 00:00:00,1,1,1,21.02
929862669523123,11156415,JAK0340,2024-02-04 00:00:00,2024-02-04 00:00:00,2024-02-06 00:00:00,2,1,2,10.56
393561241789790,1422597,MAL0453,2024-09-05 00:00:00,2024-09-05 00:00:00,2024-09-07 00:00:00,2,3,6,10.98
753903830517181,14110864,BAN0110,2023-06-16 00:00:00,2023-06-17 00:00:00,2023-06-18 00:00:00,2,1,2,28.00
495928059148109,11945707,JAK0073,2024-09-27 00:00:00,2024-10-01 00:00:00,2024-10-04 00:00:00,2,1,2,19.65
711937764863391,11266912,YOG0425,2020-02-02 00:00:00,2020-02-06 00:00:00,2020-02-07 00:00:00,1,2,2,27.94
440691852282334,11998515,JAK0182,2022-01-26 00:00:00,2022-01-26 00:00:00,2022-01-28 00:00:00,3,1,3,23.35
221993855358459,8575397,MAL0486,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-09 00:00:00,1,3,3,22.73
723013616423170,8837458,JAK0355,2024-04-03 00:00:00,2024-04-09 00:00:00,2024-04-11 00:00:00,1,2,2,23.64
940871976412521,9414649,MAL0198,2023-01-10 00:00:00,2023-01-10 00:00:00,2023-01-13 00:00:00,1,1,1,21.85
203474990543910,2354446,YOG0008,2022-04-23 00:00:00,2022-04-25 00:00:00,2022-04-26 00:00:00,1,3,3,25.06
557852479682514,12852571,SUR0028,2021-01-29 00:00:00,2021-01-31 00:00:00,2021-02-01 00:00:00,3,2,6,14.89
516346316232424,2678801,BAN0382,2022-08-26 00:00:00,2022-09-01 00:00:00,2022-09-04 00:00:00,1,1,1,16.90
347664653636870,10411891,YOG0241,2021-09-03 00:00:00,2021-09-03 00:00:00,2021-09-06 00:00:00,2,2,4,18.23
877960618232759,11392547,BAN0460,2022-10-12 00:00:00,2022-10-12 00:00:00,2022-10-14 00:00:00,3,1,3,11.20
150210301296937,9740455,JAK0253,2022-12-14 00:00:00,2022-12-14 00:00:00,2022-12-15 00:00:00,3,3,9,11.41
636632568997516,3434214,MAL0373,2024-07-06 00:00:00,2024-07-06 00:00:00,2024-07-07 00:00:00,3,3,9,20.48
559798465387035,10045054,YOG0407,2021-05-03 00:00:00,2021-05-04 00:00:00,2021-05-06 00:00:00,2,3,6,21.52
503560929794129,9604644,BAN0249,2021-03-15 00:00:00,2021-03-20 00:00:00,2021-03-21 00:00:00,2,2,4,26.76
248621414948108,12540457,BAN0169,2023-11-17 00:00:00,2023-11-17 00:00:00,2023-11-19 00:00:00,2,3,6,19.91
249223193213439,10234106,YOG0395,2022-03-22 00:00:00,2022-03-23 00:00:00,2022-03-26 00:00:00,1,3,3,25.73
219975031801936,6290058,JAK0004,2024-07-26 00:00:00,2024-07-30 00:00:00,2024-07-31 00:00:00,3,2,6,28.18
936746499602260,3462525,JAK0033,2023-03-17 00:00:00,2023-03-17 00:00:00,2023-03-18 00:00:00,1,1,1,15.75
157587517294017,1324312,MAL0469,2021-04-12 00:00:00,2021-04-15 00:00:00,2021-04-18 00:00:00,1,2,2,18.09
117464454636651,11814878,SUR0030,2020-09-29 00:00:00,2020-10-05 00:00:00,2020-10-06 00:00:00,3,2,6,18.83
555791413333991,6702587,JAK0390,2020-06-08 00:00:00,2020-06-08 00:00:00,2020-06-09 00:00:00,3,3,9,22.61
126325337413990,13458424,YOG0134,2020-05-31 00:00:00,2020-06-01 00:00:00,2020-06-03 00:00:00,3,3,9,14.95
616113153043798,10560887,SUR0376,2021-10-06 00:00:00,2021-10-06 00:00:00,2021-10-08 00:00:00,1,3,3,17.43
190502290983047,6511520,YOG0409,2024-02-09 00:00:00,2024-02-10 00:00:00,2024-02-13 00:00:00,3,2,6,22.49
611278387314533,4805351,MAL0299,2022-09-30 00:00:00,2022-10-04 00:00:00,2022-10-05 00:00:00,2,1,2,13.57
454163818155187,3819419,JAK0340,2022-03-27 00:00:00,2022-03-31 00:00:00,2022-04-01 00:00:00,3,1,3,14.42
181106733808048,4063644,YOG0386,2020-04-16 00:00:00,2020-04-19 00:00:00,2020-04-22 00:00:00,2,3,6,17.49
753100853470141,12587987,SUR0055,2023-05-26 00:00:00,2023-05-26 00:00:00,2023-05-27 00:00:00,1,1,1,12.23
120310280158743,1827699,JAK0013,2022-05-20 00:00:00,2022-05-26 00:00:00,2022-05-29 00:00:00,3,2,6,16.48
525795932346195,1284672,JAK0383,2024-02-02 00:00:00,2024-02-05 00:00:00,2024-02-08 00:00:00,3,2,6,16.61
684149928692992,9391903,MAL0292,2020-04-11 00:00:00,2020-04-13 00:00:00,2020-04-15 00:00:00,2,3,6,16.26
750972843155257,10179740,BAN0316,2021-12-17 00:00:00,2021-12-21 00:00:00,2021-12-24 00:00:00,3,2,6,24.30
637553216343450,8556688,SUR0398,2022-02-04 00:00:00,2022-02-05 00:00:00,2022-02-06 00:00:00,3,1,3,27.73
423966764256292,10791024,YOG0465,2022-10-26 00:00:00,2022-10-26 00:00:00,2022-10-29 00:00:00,1,3,3,25.09
858906682435819,9414962,SUR0118,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-05 00:00:00,1,2,2,22.88
100214028058557,4201816,SUR0284,2023-11-03 00:00:00,2023-11-07 00:00:00,2023-11-10 00:00:00,2,3,6,14.33
620236092844613,13187364,YOG0430,2020-04-19 00:00:00,2020-04-20 00:00:00,2020-04-21 00:00:00,2,1,2,14.88
969989661886532,2205131,BAN0140,2020-12-09 00:00:00,2020-12-10 00:00:00,2020-12-11 00:00:00,1,2,2,27.19
210780820271118,7594542,MAL0478,2023-11-15 00:00:00,2023-11-16 00:00:00,2023-11-19 00:00:00,3,2,6,19.16
859640547116036,11179055,MAL0377,2020-01-17 00:00:00,2020-01-17 00:00:00,2020-01-18 00:00:00,1,3,3,17.76
170778187706568,3900083,BAN0461,2023-11-14 00:00:00,2023-11-20 00:00:00,2023-11-21 00:00:00,1,3,3,21.78
952369778357475,8720939,BAN0113,2022-11-25 00:00:00,2022-11-26 00:00:00,2022-11-27 00:00:00,1,1,1,14.86
589076567523379,2103934,BAN0247,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-01-04 00:00:00,2,2,4,28.85
344879792504054,11525060,YOG0226,2022-08-19 00:00:00,2022-08-23 00:00:00,2022-08-26 00:00:00,2,3,6,29.45
845353687945067,10549245,SUR0193,2022-12-07 00:00:00,2022-12-08 00:00:00,2022-12-11 00:00:00,2,2,4,16.34
214490751584714,12956100,MAL0283,2020-05-18 00:00:00,2020-05-23 00:00:00,2020-05-25 00:00:00,2,3,6,10.38
337257261396109,13734588,SUR0284,2021-08-29 00:00:00,2021-08-29 00:00:00,2021-08-30 00:00:00,2,1,2,21.74
201979976482735,11104546,MAL0367,2020-07-28 00:00:00,2020-07-28 00:00:00,2020-07-31 00:00:00,1,3,3,10.67
258601637165693,11407969,YOG0298,2022-12-28 00:00:00,2023-01-03 00:00:00,2023-01-04 00:00:00,1,2,2,16.49
459465209899980,10018642,SUR0135,2023-11-12 00:00:00,2023-11-13 00:00:00,2023-11-15 00:00:00,2,3,6,13.93
262197703614428,1064937,SUR0238,2020-08-20 00:00:00,2020-08-20 00:00:00,2020-08-21 00:00:00,1,2,2,15.38
199604977345795,7965316,SUR0092,2023-02-25 00:00:00,2023-02-28 00:00:00,2023-03-02 00:00:00,2,2,4,20.90
555710435134834,10487597,MAL0220,2020-11-03 00:00:00,2020-11-05 00:00:00,2020-11-07 00:00:00,1,2,2,23.18
900192144955452,11261538,SUR0225,2023-02-23 00:00:00,2023-02-28 00:00:00,2023-03-01 00:00:00,3,3,9,11.24
517441255192687,11395823,BAN0273,2024-06-07 00:00:00,2024-06-12 00:00:00,2024-06-14 00:00:00,3,3,9,17.25
133553871183983,1128596,YOG0076,2021-02-28 00:00:00,2021-03-01 00:00:00,2021-03-03 00:00:00,3,2,6,23.73
731640501198131,3451091,MAL0292,2023-12-13 00:00:00,2023-12-13 00:00:00,2023-12-16 00:00:00,1,2,2,22.54
929788015105046,1880296,JAK0458,2021-10-24 00:00:00,2021-10-28 00:00:00,2021-10-31 00:00:00,2,1,2,17.92
133986201988229,2594824,MAL0148,2022-10-17 00:00:00,2022-10-20 00:00:00,2022-10-23 00:00:00,3,2,6,28.49
960220180192892,10273645,YOG0407,2020-08-23 00:00:00,2020-08-26 00:00:00,2020-08-27 00:00:00,2,3,6,23.21
562032441071981,11115806,YOG0496,2021-10-06 00:00:00,2021-10-06 00:00:00,2021-10-09 00:00:00,2,1,2,24.74
548232156991881,14467744,MAL0416,2021-11-28 00:00:00,2021-11-28 00:00:00,2021-12-01 00:00:00,2,3,6,24.94
203248644136729,9625132,SUR0200,2021-10-20 00:00:00,2021-10-25 00:00:00,2021-10-27 00:00:00,1,1,1,26.55
182759975690744,12826200,MAL0139,2021-12-07 00:00:00,2021-12-11 00:00:00,2021-12-13 00:00:00,1,2,2,19.21
672048970022278,5417608,JAK0270,2024-09-26 00:00:00,2024-10-02 00:00:00,2024-10-03 00:00:00,1,1,1,28.52
650591328698814,3330659,MAL0377,2024-03-03 00:00:00,2024-03-07 00:00:00,2024-03-10 00:00:00,2,3,6,23.54
339635238368581,10405304,YOG0380,2020-02-16 00:00:00,2020-02-16 00:00:00,2020-02-19 00:00:00,3,3,9,27.63
254968726596665,14139372,MAL0469,2024-08-23 00:00:00,2024-08-27 00:00:00,2024-08-28 00:00:00,3,1,3,23.71
240183120107362,8796177,SUR0327,2021-08-24 00:00:00,2021-08-26 00:00:00,2021-08-28 00:00:00,2,3,6,10.56
745985510985556,6962670,BAN0014,2024-01-03 00:00:00,2024-01-03 00:00:00,2024-01-04 00:00:00,1,1,1,25.43
384898075757821,13499575,BAN0428,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-21 00:00:00,1,2,2,15.43
735067466437086,6965189,SUR0497,2020-06-24 00:00:00,2020-06-27 00:00:00,2020-06-28 00:00:00,2,1,2,12.06
945085235772402,12078740,SUR0248,2021-10-15 00:00:00,2021-10-15 00:00:00,2021-10-16 00:00:00,1,3,3,20.81
888229145765115,12724630,BAN0334,2021-05-22 00:00:00,2021-05-22 00:00:00,2021-05-25 00:00:00,1,2,2,25.98
716851292254188,10509541,BAN0149,2023-02-18 00:00:00,2023-02-19 00:00:00,2023-02-21 00:00:00,1,1,1,18.87
288915325423388,10514509,SUR0255,2021-01-07 00:00:00,2021-01-07 00:00:00,2021-01-09 00:00:00,3,2,6,11.51
622722696382886,4564866,BAN0330,2020-06-20 00:00:00,2020-06-24 00:00:00,2020-06-25 00:00:00,2,2,4,16.33
531016561169322,12678298,BAN0448,2024-03-18 00:00:00,2024-03-24 00:00:00,2024-03-27 00:00:00,3,2,6,19.31
449909528131814,5384011,YOG0133,2024-08-21 00:00:00,2024-08-21 00:00:00,2024-08-24 00:00:00,3,1,3,29.05
912679580799891,7044211,MAL0246,2020-05-18 00:00:00,2020-05-19 00:00:00,2020-05-21 00:00:00,3,2,6,29.08
940429289740320,1880296,BAN0370,2023-03-26 00:00:00,2023-03-26 00:00:00,2023-03-29 00:00:00,2,3,6,11.10
775332858486805,8926469,SUR0088,2022-02-11 00:00:00,2022-02-12 00:00:00,2022-02-14 00:00:00,3,1,3,12.82
615569863864845,1003743,SUR0200,2020-05-16 00:00:00,2020-05-17 00:00:00,2020-05-19 00:00:00,1,3,3,24.81
702654741192268,5192593,YOG0429,2020-02-09 00:00:00,2020-02-10 00:00:00,2020-02-12 00:00:00,3,2,6,25.88
396740787095591,10595309,YOG0242,2023-07-06 00:00:00,2023-07-07 00:00:00,2023-07-08 00:00:00,3,1,3,20.06
959547863128619,12113762,YOG0429,2022-06-12 00:00:00,2022-06-12 00:00:00,2022-06-14 00:00:00,1,3,3,21.67
700299768724203,5360954,BAN0251,2023-12-22 00:00:00,2023-12-22 00:00:00,2023-12-23 00:00:00,1,2,2,20.78
942392582097940,5017144,BAN0087,2024-02-04 00:00:00,2024-02-07 00:00:00,2024-02-08 00:00:00,1,3,3,10.96
351901304768272,7236152,SUR0344,2021-01-29 00:00:00,2021-01-31 00:00:00,2021-02-01 00:00:00,1,3,3,28.62
122166085927939,7044554,YOG0076,2020-10-27 00:00:00,2020-10-28 00:00:00,2020-10-29 00:00:00,1,3,3,16.47
371780710863837,1363132,JAK0331,2020-11-06 00:00:00,2020-11-08 00:00:00,2020-11-09 00:00:00,3,2,6,23.64
420095636600189,2880071,JAK0324,2021-08-28 00:00:00,2021-08-28 00:00:00,2021-08-30 00:00:00,3,1,3,24.33
478119664797628,10953702,YOG0417,2024-07-29 00:00:00,2024-08-06 00:00:00,2024-08-09 00:00:00,2,1,2,23.09
217990169348074,3968071,JAK0080,2022-06-03 00:00:00,2022-06-04 00:00:00,2022-06-07 00:00:00,1,3,3,24.06
602230028616880,2632885,JAK0480,2022-03-06 00:00:00,2022-03-07 00:00:00,2022-03-10 00:00:00,2,3,6,12.55
458489932661504,2885854,SUR0363,2023-01-25 00:00:00,2023-01-25 00:00:00,2023-01-27 00:00:00,2,1,2,17.26
835328547282800,2227570,YOG0412,2023-02-05 00:00:00,2023-02-06 00:00:00,2023-02-09 00:00:00,3,3,9,19.23
825112423041591,14145674,YOG0357,2022-02-17 00:00:00,2022-02-19 00:00:00,2022-02-22 00:00:00,2,3,6,16.04
152221480114893,2097340,MAL0220,2021-08-20 00:00:00,2021-08-21 00:00:00,2021-08-24 00:00:00,2,3,6,17.53
995323361085431,10544569,BAN0372,2024-08-16 00:00:00,2024-08-19 00:00:00,2024-08-21 00:00:00,3,2,6,29.32
167590098958964,11878007,JAK0080,2020-09-20 00:00:00,2020-09-23 00:00:00,2020-09-24 00:00:00,2,3,6,19.81
591717988047114,3866111,MAL0141,2022-10-01 00:00:00,2022-10-08 00:00:00,2022-10-09 00:00:00,1,1,1,29.07
219184785635176,10367397,YOG0234,2024-04-09 00:00:00,2024-04-09 00:00:00,2024-04-12 00:00:00,2,1,2,12.49
163349479334208,5880773,SUR0214,2021-09-16 00:00:00,2021-09-16 00:00:00,2021-09-17 00:00:00,3,1,3,29.71
338557188464945,8188992,JAK0333,2024-01-26 00:00:00,2024-01-27 00:00:00,2024-01-29 00:00:00,2,2,4,25.23
133369978091486,6092218,YOG0242,2020-12-13 00:00:00,2020-12-18 00:00:00,2020-12-21 00:00:00,1,3,3,18.49
781044150008573,12121870,MAL0141,2023-10-17 00:00:00,2023-10-17 00:00:00,2023-10-18 00:00:00,2,1,2,28.53
767447234519186,14540550,SUR0487,2022-02-20 00:00:00,2022-02-22 00:00:00,2022-02-25 00:00:00,2,1,2,22.92
416953640014213,14883179,BAN0457,2020-10-23 00:00:00,2020-10-27 00:00:00,2020-10-28 00:00:00,2,3,6,14.00
641334365617334,2433453,SUR0238,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-07 00:00:00,2,2,4,14.50
958077276868248,10799500,YOG0245,2024-06-06 00:00:00,2024-06-11 00:00:00,2024-06-12 00:00:00,1,2,2,12.41
132648169889662,10522158,JAK0365,2021-05-04 00:00:00,2021-05-11 00:00:00,2021-05-13 00:00:00,3,1,3,12.50
781582308761546,12994599,JAK0020,2024-07-30 00:00:00,2024-08-02 00:00:00,2024-08-05 00:00:00,1,2,2,21.86
424122869674564,7426357,BAN0457,2022-07-12 00:00:00,2022-07-13 00:00:00,2022-07-14 00:00:00,3,3,9,18.31
533608422111189,7441626,BAN0247,2021-07-09 00:00:00,2021-07-10 00:00:00,2021-07-13 00:00:00,3,2,6,22.34
756021393639325,2657636,MAL0388,2024-01-30 00:00:00,2024-01-30 00:00:00,2024-02-02 00:00:00,3,1,3,14.80
257780074290441,1064937,JAK0422,2022-08-04 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,1,3,3,13.68
948427308088874,6702587,BAN0371,2024-03-07 00:00:00,2024-03-15 00:00:00,2024-03-17 00:00:00,2,1,2,13.55
440203454542215,5182486,YOG0313,2021-09-26 00:00:00,2021-10-05 00:00:00,2021-10-08 00:00:00,3,2,6,20.98
785653270820265,13616665,YOG0234,2023-01-02 00:00:00,2023-01-03 00:00:00,2023-01-05 00:00:00,1,3,3,22.31
375090097551655,3632540,MAL0366,2024-09-18 00:00:00,2024-09-18 00:00:00,2024-09-19 00:00:00,3,1,3,28.79
575283645466552,14110864,YOG0099,2022-04-02 00:00:00,2022-04-02 00:00:00,2022-04-03 00:00:00,3,3,9,20.03
466439132611286,14398610,SUR0173,2022-03-25 00:00:00,2022-03-25 00:00:00,2022-03-26 00:00:00,2,1,2,25.11
303727381279235,2193668,BAN0070,2021-01-03 00:00:00,2021-01-03 00:00:00,2021-01-06 00:00:00,1,2,2,20.04
111369299734488,7151316,BAN0451,2020-11-20 00:00:00,2020-11-20 00:00:00,2020-11-21 00:00:00,3,3,9,14.68
890251939451095,5444431,SUR0326,2021-01-20 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2,2,4,19.34
736961445627629,3151866,BAN0176,2020-05-13 00:00:00,2020-05-14 00:00:00,2020-05-17 00:00:00,1,3,3,15.71
544278807165655,3967000,JAK0089,2021-08-01 00:00:00,2021-08-05 00:00:00,2021-08-06 00:00:00,2,2,4,17.84
675423961695666,5192593,BAN0179,2023-06-29 00:00:00,2023-07-02 00:00:00,2023-07-05 00:00:00,3,1,3,29.68
209594932829316,7937420,SUR0398,2023-06-19 00:00:00,2023-06-20 00:00:00,2023-06-22 00:00:00,3,3,9,21.85
754552982876031,5522178,SUR0092,2021-05-09 00:00:00,2021-05-11 00:00:00,2021-05-13 00:00:00,2,2,4,25.59
842631753771217,9414962,BAN0204,2024-01-17 00:00:00,2024-01-21 00:00:00,2024-01-22 00:00:00,1,2,2,20.38
135187057876944,12624159,YOG0323,2022-05-23 00:00:00,2022-05-24 00:00:00,2022-05-27 00:00:00,1,3,3,26.51
976593503149949,6513487,SUR0206,2020-06-10 00:00:00,2020-06-14 00:00:00,2020-06-16 00:00:00,1,2,2,11.61
153813990654255,11406699,SUR0077,2020-10-23 00:00:00,2020-10-29 00:00:00,2020-11-01 00:00:00,1,1,1,20.78
814346268723945,8489784,YOG0399,2022-07-23 00:00:00,2022-07-23 00:00:00,2022-07-26 00:00:00,3,3,9,27.73
821902612280583,1110729,YOG0342,2022-11-19 00:00:00,2022-11-22 00:00:00,2022-11-24 00:00:00,1,1,1,25.51
720340318774590,1324312,MAL0362,2024-05-18 00:00:00,2024-05-23 00:00:00,2024-05-26 00:00:00,1,3,3,27.04
217315246172799,5384011,JAK0393,2020-12-30 00:00:00,2021-01-06 00:00:00,2021-01-07 00:00:00,3,3,9,25.37
224197285979397,6211143,YOG0288,2020-12-30 00:00:00,2021-01-02 00:00:00,2021-01-04 00:00:00,3,2,6,22.34
878620753686699,9662305,MAL0281,2024-08-22 00:00:00,2024-08-22 00:00:00,2024-08-24 00:00:00,3,2,6,11.97
141796233329623,14445486,MAL0239,2024-01-22 00:00:00,2024-01-23 00:00:00,2024-01-24 00:00:00,2,2,4,23.93
509937714949971,13507435,MAL0123,2021-01-15 00:00:00,2021-01-15 00:00:00,2021-01-16 00:00:00,2,3,6,28.85
553549507954880,4201816,JAK0098,2022-10-01 00:00:00,2022-10-10 00:00:00,2022-10-11 00:00:00,3,2,6,28.26
672058561781669,11819489,SUR0359,2022-03-21 00:00:00,2022-03-28 00:00:00,2022-03-29 00:00:00,2,2,4,24.11
934804103402250,5378727,MAL0354,2024-04-08 00:00:00,2024-04-09 00:00:00,2024-04-10 00:00:00,3,3,9,13.03
807379559291580,13187364,YOG0032,2020-03-25 00:00:00,2020-03-31 00:00:00,2020-04-03 00:00:00,3,1,3,17.75
398552572120765,5823617,MAL0159,2021-05-13 00:00:00,2021-05-16 00:00:00,2021-05-19 00:00:00,3,3,9,22.89
780798365575210,14822575,BAN0026,2022-09-04 00:00:00,2022-09-11 00:00:00,2022-09-12 00:00:00,3,3,9,29.20
566102065110752,8029943,YOG0396,2024-04-24 00:00:00,2024-04-29 00:00:00,2024-04-30 00:00:00,3,3,9,22.10
633280961206076,3576864,JAK0296,2023-07-01 00:00:00,2023-07-04 00:00:00,2023-07-07 00:00:00,2,1,2,11.00
166645923106116,3900083,BAN0192,2020-12-06 00:00:00,2020-12-07 00:00:00,2020-12-09 00:00:00,3,1,3,27.73
766104704788571,5504603,SUR0227,2021-05-26 00:00:00,2021-05-31 00:00:00,2021-06-01 00:00:00,1,3,3,17.02
940268574789527,8253935,MAL0086,2021-10-24 00:00:00,2021-10-24 00:00:00,2021-10-27 00:00:00,3,1,3,11.48
925063116898576,8130974,JAK0459,2024-03-13 00:00:00,2024-03-19 00:00:00,2024-03-20 00:00:00,2,2,4,13.16
523845322808906,4564866,JAK0358,2021-07-04 00:00:00,2021-07-08 00:00:00,2021-07-11 00:00:00,1,3,3,26.78
365721674636837,8035723,MAL0228,2020-05-03 00:00:00,2020-05-03 00:00:00,2020-05-06 00:00:00,2,3,6,12.48
538522013703027,4520904,MAL0209,2020-05-20 00:00:00,2020-05-22 00:00:00,2020-05-25 00:00:00,1,3,3,14.89
811393502321030,1363132,BAN0169,2023-05-28 00:00:00,2023-05-28 00:00:00,2023-05-29 00:00:00,3,1,3,28.50
964916137757322,4773015,MAL0148,2020-11-01 00:00:00,2020-11-02 00:00:00,2020-11-05 00:00:00,3,3,9,15.48
347809886726707,1553102,BAN0310,2024-01-18 00:00:00,2024-01-20 00:00:00,2024-01-21 00:00:00,1,2,2,25.97
671904643212533,9236210,MAL0167,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-21 00:00:00,2,1,2,17.06
929167090132521,8603613,YOG0335,2024-03-21 00:00:00,2024-03-22 00:00:00,2024-03-25 00:00:00,1,3,3,25.07
366881181715838,1921911,BAN0112,2023-02-17 00:00:00,2023-02-24 00:00:00,2023-02-26 00:00:00,2,3,6,11.95
945504252161908,12919403,SUR0227,2023-06-29 00:00:00,2023-06-30 00:00:00,2023-07-01 00:00:00,3,2,6,16.69
744308204284838,13393914,SUR0248,2020-04-18 00:00:00,2020-04-18 00:00:00,2020-04-21 00:00:00,2,1,2,16.96
851007180962871,10898272,JAK0259,2024-04-13 00:00:00,2024-04-13 00:00:00,2024-04-15 00:00:00,1,1,1,13.91
123817061333262,4935988,BAN0273,2020-06-01 00:00:00,2020-06-04 00:00:00,2020-06-07 00:00:00,1,3,3,28.43
586995091248062,5569452,BAN0042,2021-02-22 00:00:00,2021-02-24 00:00:00,2021-02-27 00:00:00,3,3,9,23.85
291900743044738,12377837,MAL0121,2020-11-14 00:00:00,2020-11-14 00:00:00,2020-11-15 00:00:00,2,2,4,12.95
368638049595660,10880719,BAN0050,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-03 00:00:00,2,2,4,16.66
730329638425836,4235968,YOG0407,2020-08-09 00:00:00,2020-08-09 00:00:00,2020-08-12 00:00:00,3,2,6,25.28
224116582890694,1766408,SUR0092,2020-09-13 00:00:00,2020-09-15 00:00:00,2020-09-17 00:00:00,2,3,6,27.38
954327252550440,2119437,SUR0320,2020-10-11 00:00:00,2020-10-11 00:00:00,2020-10-13 00:00:00,3,3,9,21.52
445626281914521,3819419,JAK0183,2023-02-11 00:00:00,2023-02-11 00:00:00,2023-02-14 00:00:00,1,3,3,16.48
550279362821701,9635453,JAK0240,2023-04-28 00:00:00,2023-04-28 00:00:00,2023-04-29 00:00:00,1,1,1,18.05
672237042204250,4809861,BAN0397,2024-09-16 00:00:00,2024-09-18 00:00:00,2024-09-20 00:00:00,1,1,1,28.14
834817430745791,14501142,YOG0015,2020-04-19 00:00:00,2020-04-19 00:00:00,2020-04-21 00:00:00,2,3,6,18.19
572643844841744,12724630,SUR0255,2022-12-15 00:00:00,2022-12-17 00:00:00,2022-12-18 00:00:00,3,1,3,26.15
963380862116425,4437027,JAK0061,2023-02-24 00:00:00,2023-02-27 00:00:00,2023-03-01 00:00:00,1,1,1,29.53
438529922159139,11261538,JAK0013,2020-12-25 00:00:00,2020-12-25 00:00:00,2020-12-27 00:00:00,1,3,3,29.70
290812719391590,11156415,YOG0417,2023-12-24 00:00:00,2023-12-31 00:00:00,2024-01-01 00:00:00,1,3,3,26.94
863161123619366,11587798,JAK0489,2023-05-08 00:00:00,2023-05-09 00:00:00,2023-05-11 00:00:00,1,3,3,21.65
522165328187481,8164905,SUR0326,2022-12-16 00:00:00,2022-12-21 00:00:00,2022-12-23 00:00:00,2,3,6,16.36
414464039459624,10476671,JAK0104,2024-05-14 00:00:00,2024-05-14 00:00:00,2024-05-15 00:00:00,2,3,6,25.99
851618545323483,9151021,MAL0415,2021-07-04 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,2,2,4,24.90
249944332349671,3381504,BAN0204,2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-04 00:00:00,3,3,9,12.46
293898994556798,4716543,JAK0259,2022-06-19 00:00:00,2022-06-21 00:00:00,2022-06-23 00:00:00,1,1,1,22.93
245951936623836,12502105,YOG0128,2024-09-22 00:00:00,2024-09-25 00:00:00,2024-09-26 00:00:00,3,2,6,10.95
391793131406920,4861509,JAK0296,2021-07-07 00:00:00,2021-07-09 00:00:00,2021-07-10 00:00:00,1,3,3,16.33
188483433999629,2433453,BAN0237,2022-09-03 00:00:00,2022-09-09 00:00:00,2022-09-12 00:00:00,3,2,6,10.75
806942346634355,11016762,MAL0202,2022-01-14 00:00:00,2022-01-15 00:00:00,2022-01-17 00:00:00,2,2,4,29.77
966775511017568,7785894,YOG0335,2024-09-23 00:00:00,2024-09-27 00:00:00,2024-09-29 00:00:00,3,1,3,26.49
756623441535546,1781464,MAL0129,2021-07-13 00:00:00,2021-07-20 00:00:00,2021-07-23 00:00:00,1,2,2,27.60
921181989155387,3711707,SUR0063,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-09 00:00:00,2,3,6,18.35
379929594561833,8317803,JAK0183,2023-02-04 00:00:00,2023-02-05 00:00:00,2023-02-07 00:00:00,2,2,4,11.40
767148227880192,6746506,BAN0204,2020-11-07 00:00:00,2020-11-07 00:00:00,2020-11-08 00:00:00,1,2,2,13.77
831155367299722,10018642,SUR0408,2021-12-08 00:00:00,2021-12-09 00:00:00,2021-12-11 00:00:00,1,2,2,15.69
656448364687662,7426357,BAN0194,2021-10-18 00:00:00,2021-10-18 00:00:00,2021-10-21 00:00:00,1,3,3,20.34
344248709729688,12010321,MAL0097,2022-11-19 00:00:00,2022-11-20 00:00:00,2022-11-21 00:00:00,1,3,3,21.14
946658836113369,2602615,YOG0128,2020-03-19 00:00:00,2020-03-22 00:00:00,2020-03-25 00:00:00,3,2,6,23.93
428694211387929,8944258,YOG0168,2021-10-01 00:00:00,2021-10-02 00:00:00,2021-10-05 00:00:00,2,2,4,16.05
664596834607937,7044554,MAL0137,2023-05-15 00:00:00,2023-05-15 00:00:00,2023-05-16 00:00:00,2,3,6,17.90
500141827689327,4428691,JAK0466,2020-10-17 00:00:00,2020-10-17 00:00:00,2020-10-20 00:00:00,2,2,4,14.01
879638432767928,12377837,SUR0402,2023-01-17 00:00:00,2023-01-17 00:00:00,2023-01-18 00:00:00,3,2,6,12.95
